OBJECTID,JURSCODE,GEOID20,POPULATION_TOTAL,CHILD_POPULATION_TOTAL,CHILD_POV_TOTAL,CHILD_POV_PCT,SCHOOL_BND_INT_TOTAL,SCHOOL_BND_INT_CPG_TOTAL,NOTES,CALC_SUM,CALC_PCT,Shape__Area,Shape__Length
485,CHAR,24017850905,3648,601,0.0,0.0,8,1,(+/-) 6.8,,,2255121.746625096,6963.385338328024
486,CHAR,24017851403,1783,351,20.0,5.7,8,0,(+/-) 7.8,,,37508679.55011067,27798.840702207002
487,CHAR,24017851502,6490,1668,115.0,6.9,11,0,(+/-) 7.1,,,9004545.720696688,14275.326007560521
488,CHAR,24017851001,4057,709,0.0,0.0,7,0,(+/-) 5.8,,,17133827.09450015,19588.22564737739
489,CHAR,24017850400,3078,725,142.0,19.6,4,0,(+/-) 23.2,,,177732960.22309667,95002.77367014506
490,DORC,24019970200,5540,1240,141.0,11.4,5,0,(+/-) 8.4,,,122669708.76176277,63110.36943353568
491,DORC,24019970702,4016,384,84.0,21.9,5,5,(+/-) 21,,,112501914.15880531,301451.42521825124
492,DORC,24019970900,1223,200,11.0,5.5,7,3,(+/-) 9.3,,,595946911.9873426,596062.4906925492
493,DORC,24019970600,5299,1315,243.0,18.5,5,5,(+/-) 13.6,,,21701633.074957,26657.762881356983
494,DORC,24019970500,4013,1204,635.0,52.7,5,5,(+/-) 21.6,,,2983836.372057015,8442.890839187347
495,DORC,24019970100,3073,631,46.0,7.3,5,0,(+/-) 6,,,244583614.46242934,121696.82060989107
496,DORC,24019970804,1818,284,97.0,34.2,4,3,(+/-) 29.1,,,241589657.05962488,399475.5910630407
497,DORC,24019970300,4371,1026,119.0,11.6,8,3,(+/-) 7.8,,,123758021.17151877,97003.88492397677
498,DORC,24019970400,3259,614,183.0,29.8,5,5,(+/-) 24.9,,,4867241.560060972,18755.92974556
499,FRED,24021750504,5444,1221,408.0,33.4,9,2,(+/-) 18.1,,,2498592.715428962,6528.755115250981
500,FRED,24021750508,4377,1458,340.0,23.3,8,1,(+/-) 20.8,,,1192281.612294768,4619.358372126152
501,FRED,24021766800,5364,663,8.0,1.2,4,0,(+/-) 1.8,,,42017091.38217367,36288.19664911016
502,FRED,24021751801,5441,1562,52.0,3.3,11,0,(+/-) 4.5,,,27170136.41719253,29243.962223594768
503,FRED,24021770700,3817,639,6.0,0.9,8,0,(+/-) 1.6,,,66005345.31532571,64556.835762447205
504,FRED,24021752502,2698,435,10.0,2.3,6,0,(+/-) 3.2,,,46552178.763791375,32666.364631603337
505,FRED,24021752603,4609,1536,34.0,2.2,9,1,(+/-) 3.7,,,9027908.783776198,15819.154299433143
506,FRED,24021751902,5720,1256,0.0,0.0,8,0,(+/-) 3.4,,,7765603.578962042,13384.376772819354
507,FRED,24021765100,4759,992,65.0,6.6,8,0,(+/-) 6.9,,,3345521.441511935,8295.581341298981
508,FRED,24021751202,6506,1377,308.0,22.4,6,0,(+/-) 18.4,,,4205907.432756791,8895.781378175918
509,FRED,24021750802,6359,962,153.0,15.9,6,0,(+/-) 22.9,,,4067177.1485628244,9600.634812758472
510,FRED,24021751001,2073,677,155.0,22.9,6,0,(+/-) 13.3,,,990823.4323903578,5005.085223858872
511,FRED,24021775600,5667,1732,24.0,1.4,12,0,(+/-) 2.3,,,14138178.484151144,25172.046691695792
512,FRED,24021751002,5737,1518,417.0,27.5,5,0,(+/-) 13.6,,,2408398.862892936,7087.725059175935
513,FRED,24021752302,4412,764,0.0,0.0,8,0,(+/-) 5.4,,,68513357.24917762,48878.33660326124
514,FRED,24021751701,2666,658,0.0,0.0,15,0,(+/-) 6.3,,,38532878.4682095,38214.578050219025
515,FRED,24021752602,2189,381,0.0,0.0,9,0,(+/-) 10.8,,,23807029.698490057,30284.475696533624
516,FRED,24021751003,5894,1464,605.0,41.3,17,0,(+/-) 19.2,,,14189482.5445064,20494.491633597412
517,FRED,24021752301,7432,1868,142.0,7.6,6,0,(+/-) 8.8,,,4767021.174965167,12816.408905599726
518,FRED,24021752802,3905,1067,28.0,2.6,4,0,(+/-) 3.5,,,57401432.684592545,47703.058202918
519,FRED,24021751906,2330,555,0.0,0.0,7,0,(+/-) 7.5,,,3679407.009870258,8266.664373344678
520,FRED,24021752501,5557,1222,230.0,18.8,10,0,(+/-) 18,,,79799085.7483967,52112.33195181214
521,FRED,24021752601,4526,1087,0.0,0.0,4,0,(+/-) 3.8,,,11489771.216099419,17790.093965518598
522,FRED,24021752900,3152,598,89.0,14.9,7,0,(+/-) 14.1,,,124717505.21677485,62598.064673879104
523,FRED,24021750200,1992,232,122.0,52.6,9,0,(+/-) 28.7,,,623430.798026978,3336.3431819178572
524,FRED,24021753001,5089,1077,195.0,18.1,3,0,(+/-) 11.8,,,15629446.963516101,21849.042624409547
525,FRED,24021751201,6299,1690,64.0,3.8,10,0,(+/-) 3.6,,,8139102.85975001,15132.068452721242
526,FRED,24021752303,3452,763,6.0,0.8,9,0,(+/-) 3.4,,,44723187.153473854,44243.52338365368
527,FRED,24021752801,2263,473,18.0,3.8,7,0,(+/-) 5.1,,,55352224.80335821,38368.61392122431
528,FRED,24021750805,4420,1027,5.0,0.5,7,0,(+/-) 0.7,,,3608562.3682812992,12749.718134103137
529,FRED,24021750804,2802,764,0.0,0.0,4,0,(+/-) 5.4,,,1886733.8854341009,6181.807181594245
530,FRED,24021750507,4290,1248,0.0,0.0,6,1,(+/-) 3.3,,,1252793.7520832738,5142.668150455796
531,FRED,24021751302,3247,515,11.0,2.1,14,0,(+/-) 3.9,,,88502044.97916184,49375.16806727174
532,FRED,24021740200,5284,1193,0.0,0.0,4,0,(+/-) 3.6,,,16744501.943901073,19737.766789615063
533,FRED,24021751903,7500,1326,103.0,7.8,12,0,(+/-) 7.9,,,31789535.775710616,34053.44370924811
534,FRED,24021752001,5369,1365,0.0,0.0,5,0,(+/-) 3.1,,,13416489.44233347,15520.977374832037
535,FRED,24021773500,4491,1052,36.0,3.4,4,0,(+/-) 4.5,,,9311072.794323586,13688.83096251523
536,FRED,24021772200,1800,316,250.0,79.0,11,0,(+/-) 14.4,,,9306317.300727047,15395.106093759025
537,FRED,24021750600,2848,418,0.0,0.0,4,0,(+/-) 9.7,,,2125268.2610840434,6242.289871596993
538,FRED,24021751203,2181,354,0.0,0.0,12,1,(+/-) 11.3,,,15388868.385319198,19800.12639244074
539,FRED,24021751600,2880,541,49.0,9.1,6,0,(+/-) 9,,,89888264.68149626,50539.50139864902
540,FRED,24021752205,3754,1300,0.0,0.0,8,0,(+/-) 3.2,,,10080119.737799771,16744.770374769254
541,FRED,24021753002,2443,439,85.0,19.4,3,0,(+/-) 18.6,,,10399856.890644362,15580.985148648888
542,FRED,24021750701,5978,1218,209.0,17.2,12,0,(+/-) 12.5,,,3431920.5800963915,9104.16345416761
543,FRED,24021751802,4021,1099,25.0,2.3,7,0,(+/-) 4.1,,,65362072.535002396,41429.43090231274
544,FRED,24021775400,3828,759,60.0,7.9,4,0,(+/-) 8.5,,,6375634.21207851,12906.780321952021
545,FRED,24021751702,3821,756,0.0,0.0,8,0,(+/-) 5.5,,,81447616.82159029,50836.238943521384
546,FRED,24021750506,5287,1601,42.0,2.6,10,2,(+/-) 3.1,,,4684458.21869667,11645.701893581752
547,FRED,24021767600,3490,721,48.0,6.7,7,0,(+/-) 9.6,,,71294292.71953857,52529.146547164
548,FRED,24021752202,4017,1283,0.0,0.0,5,0,(+/-) 3.3,,,1525544.5121919573,4945.225873459532
549,FRED,24021750100,1698,169,50.0,29.6,7,0,(+/-) 31.9,,,353848.37905304646,2925.1886532906524
550,FRED,24021751301,5637,1365,142.0,10.4,18,0,(+/-) 11.5,,,46297052.67398733,40523.068886137764
551,FRED,24021750801,3070,481,23.0,4.8,9,0,(+/-) 8.8,,,2138837.9548714026,8147.611693552845
552,FRED,24021767500,2529,496,13.0,2.6,8,0,(+/-) 4.1,,,121482059.88818921,88332.60129932972
553,FRED,24021751905,4299,1263,8.0,0.6,8,0,(+/-) 1.2,,,6000152.889831163,15141.557088879264
554,FRED,24021752206,6592,2237,43.0,1.9,10,0,(+/-) 3.1,,,16984205.141282696,22540.6456276351
555,FRED,24021752102,7276,1781,0.0,0.0,10,0,(+/-) 2.4,,,42885086.931516126,36262.94934429117
556,FRED,24021750702,4523,888,146.0,16.4,10,0,(+/-) 11.7,,,1450254.0473089032,6259.130473860439
557,FRED,24021750300,1671,255,19.0,7.6,9,0,(+/-) 10.1,,,390273.6709926104,2756.9211782065513
558,FRED,24021751004,5446,1253,10.0,0.8,9,0,(+/-) 1.9,,,13980988.622552035,21608.845792538355
559,FRED,24021775302,5676,1518,0.0,0.0,4,0,(+/-) 2.8,,,43521805.50413643,42620.925898963374
560,FRED,24021750505,7628,1894,167.0,8.8,12,2,(+/-) 12.7,,,1971870.7454050165,6225.953346814125
561,FRED,24021751904,4822,1384,73.0,5.3,9,0,(+/-) 5,,,22715805.678472612,21767.35207713155
562,FRED,24021752101,3653,886,0.0,0.0,7,0,(+/-) 4.7,,,10764462.92950404,17044.119083435737
563,FRED,24021752201,2341,483,0.0,0.0,9,0,(+/-) 8.7,,,77109987.09839574,46401.7485793044
564,GARR,24023000300,2483,369,32.0,8.7,6,0,(+/-) 9.6,,,328251681.151434,89854.24240612927
565,HARF,24025304201,7484,1745,0.0,0.0,8,0,(+/-) 2.4,,,59491787.20414755,47021.24267805393
566,HARF,24025306200,2365,394,85.0,21.7,3,0,(+/-) 21.1,,,1919801.0284635825,8517.957299981163
567,HARF,24025303400,4664,1070,126.0,11.8,9,0,(+/-) 13.2,,,19191003.812353443,22580.907933632458
568,HARF,24025306300,2847,544,232.0,42.6,7,0,(+/-) 30.6,,,15032778.790243547,27507.281118121595
569,HARF,24025301204,4194,901,0.0,0.0,7,1,(+/-) 4.6,,,2775397.16573038,8512.60249412783
570,HARF,24025301102,3637,1010,155.0,15.3,17,1,(+/-) 18,,,23971779.173328094,27305.41580492501
571,HARF,24025301706,2789,624,51.0,8.2,4,0,(+/-) 12.7,,,3722578.0842129937,10767.734821281474
572,HARF,24025303206,3622,904,46.0,5.1,7,0,(+/-) 6.1,,,3451343.74780576,9872.844218452223
573,HARF,24025305300,2110,484,119.0,24.6,10,0,(+/-) 17.8,,,40770560.2037491,38783.51801505582
574,HARF,24025303603,7646,2621,0.0,0.0,13,0,(+/-) 1.6,,,7289498.707015707,14695.258497452693
575,HARF,24025303501,7827,1954,82.0,4.2,12,0,(+/-) 5.4,,,8600477.216886166,15951.271533350904
576,HARF,24025304102,3878,920,45.0,4.9,5,0,(+/-) 6.2,,,86672201.91901833,44299.02809167204
577,HARF,24025303201,5869,1351,43.0,3.2,13,0,(+/-) 4.9,,,37706784.86603445,32095.02192291474
578,HARF,24025306500,2570,773,0.0,0.0,13,3,(+/-) 5.3,,,154321841.6767174,269710.70181082893
579,HARF,24025301205,4086,765,0.0,0.0,8,0,(+/-) 5.4,,,1799558.1583939355,5314.432727718389
580,HARF,24025303700,3940,733,0.0,0.0,14,0,(+/-) 5.6,,,34106440.9389447,27744.851047484743
581,HARF,24025304101,5106,1259,29.0,2.3,5,0,(+/-) 3.8,,,61685567.2233197,40473.96960579054
582,HARF,24025303602,3496,877,12.0,1.4,6,0,(+/-) 2.2,,,3964188.7548143817,8582.78387407783
583,HARF,24025305100,7822,1638,44.0,2.7,11,0,(+/-) 4.3,,,129203063.31459053,64560.216094114854
584,HARF,24025302802,5559,1345,261.0,19.4,5,1,(+/-) 14.5,,,5618176.666514697,11101.313797057634
585,HARF,24025301707,4189,560,73.0,13.0,7,1,(+/-) 15.7,,,5825969.942130888,31260.636413145643
586,HARF,24025301105,3592,847,0.0,0.0,6,0,(+/-) 4.9,,,1782159.055503698,5626.935656343216
587,HARF,24025301108,4342,1025,0.0,0.0,9,1,(+/-) 4.1,,,5068310.199413063,13325.741478748883
588,HARF,24025301301,4801,762,0.0,0.0,11,2,(+/-) 5.4,,,15042426.206767231,22536.9888986509
589,HARF,24025301401,7361,1205,42.0,3.5,4,0,(+/-) 4,,,6022341.959458041,27459.8058691528
590,HARF,24025302902,4535,792,50.0,6.3,5,1,(+/-) 8.8,,,4042787.0904181055,10641.216818898321
591,HARF,24025303205,2050,753,0.0,0.0,9,0,(+/-) 5.6,,,9095213.651814308,16443.97879668867
592,HARF,24025301201,1777,287,9.0,3.1,13,1,(+/-) 5,,,17835091.353003487,21745.703857578497
593,HARF,24025306100,4016,439,153.0,34.8,7,0,(+/-) 27,,,3393925.0968859056,13749.955478085232
594,HARF,24025302901,2470,829,472.0,56.9,4,1,(+/-) 21.3,,,4203745.257092486,12972.090845573548
595,HARF,24025303900,2518,507,83.0,16.4,9,0,(+/-) 14.9,,,2080702.5532596516,7554.71380201098
596,HARF,24025303101,6571,1701,27.0,1.6,11,0,(+/-) 2.7,,,37401223.34490927,33849.39331871235
597,HARF,24025306400,7376,1650,23.0,1.4,4,0,(+/-) 2.3,,,10933029.798824193,14343.99904979682
598,HARF,24025303204,4762,1179,21.0,1.8,7,0,(+/-) 2.3,,,4238856.832232407,8758.85370048849
599,HARF,24025303802,1858,257,6.0,2.3,5,0,(+/-) 3.6,,,1315263.9201684797,5442.200742887566
600,HARF,24025303102,2662,600,7.0,1.2,9,0,(+/-) 1.7,,,20893168.925393034,21029.03973754107
601,HARF,24025303300,6525,1394,0.0,0.0,7,0,(+/-) 3,,,30560259.265520003,29667.117384042947
602,HARF,24025301107,3619,647,165.0,25.5,7,1,(+/-) 18.8,,,2698634.816503904,7589.412565462482
603,HARF,24025302801,3635,713,96.0,13.4,8,1,(+/-) 13.6,,,9889805.546464551,15441.503314930253
604,HARF,24025303203,3053,607,0.0,0.0,7,0,(+/-) 6.8,,,2726367.398394215,7593.328535415643
605,HARF,24025305200,2613,447,157.0,35.1,9,0,(+/-) 31,,,43493856.04462363,41360.06536941053
606,HARF,24025301302,8231,2768,556.0,20.1,8,3,(+/-) 11.4,,,2551863.5451275595,7396.681395379266
607,HARF,24025301202,7962,2002,166.0,8.3,10,0,(+/-) 9.3,,,5702489.033414565,11680.571560412902
608,HARF,24025301601,6586,1629,94.0,5.8,8,3,(+/-) 9.5,,,5181131.117292592,9879.701409967032
609,HARF,24025301705,2523,476,47.0,9.9,4,0,(+/-) 15.5,,,3702840.507290163,9241.056970439988
610,HARF,24025302400,4712,1156,239.0,20.7,6,0,(+/-) 18.1,,,21660051.894421,34730.2936012991
611,HARF,24025303606,3426,889,48.0,5.4,7,0,(+/-) 5.7,,,3309534.210185487,8881.32216368173
612,HARF,24025301704,3183,653,30.0,4.6,6,1,(+/-) 5.1,,,2555259.593406439,9239.608842173668
613,HARF,24025303502,3313,785,0.0,0.0,7,0,(+/-) 5.3,,,5020842.279588008,12586.385358912226
614,HARF,24025303803,5097,825,40.0,4.8,9,0,(+/-) 7.8,,,3191264.9303080076,7849.862702004778
615,HARF,24025301602,7722,1370,95.0,6.9,5,2,(+/-) 9,,,6488116.67707221,15683.151648221672
616,HARF,24025303605,6106,1214,63.0,5.2,9,0,(+/-) 8,,,2640394.2181746596,7416.157485482444
617,HARF,24025301402,2686,625,165.0,26.4,6,1,(+/-) 22.2,,,2926405.650782789,8071.00809295731
618,HARF,24025301703,6156,1350,59.0,4.4,6,1,(+/-) 5.4,,,9864242.41218597,15317.572610646457
619,HARF,24025304202,5851,1183,0.0,0.0,9,0,(+/-) 3.5,,,49331093.688373655,34516.841255852014
620,HARF,24025302100,2234,494,18.0,3.6,10,0,(+/-) 5.8,,,44770302.75067648,41645.016998417064
621,HARF,24025301106,4904,1336,23.0,1.7,5,0,(+/-) 2.1,,,3122838.1513983,8350.399871357933
622,HARF,24025303801,2883,439,141.0,32.1,7,0,(+/-) 25.3,,,2968283.018385564,7080.2274532472275
623,HARF,24025302200,3098,483,0.0,0.0,10,0,(+/-) 8.4,,,28370720.07988141,25484.067390619963
624,HOWA,24027602600,7843,2092,79.0,3.8,7,0,(+/-) 4.8,,,5110641.197046982,11667.134085825925
625,HOWA,24027606808,6657,1810,0.0,0.0,8,0,(+/-) 2.3,,,5536395.369975194,11809.131174932078
626,HOWA,24027601103,6006,1618,86.0,5.3,6,0,(+/-) 6.7,,,4769554.527689446,10499.143756220106
627,HOWA,24027606603,8811,2371,140.0,5.9,14,0,(+/-) 7.6,,,4695724.741018486,10418.655226679763
628,HOWA,24027606907,6028,1409,113.0,8.0,9,0,(+/-) 10.3,,,4067455.9798235414,11530.691869414062
629,HOWA,24027601206,4247,1258,0.0,0.0,5,0,(+/-) 3.3,,,4539855.896994968,10905.074279022478
630,HOWA,24027606807,2362,706,0.0,0.0,14,0,(+/-) 5.8,,,5009504.598236826,13389.275910051632
631,HOWA,24027605503,5407,1126,319.0,28.3,10,0,(+/-) 17.1,,,3170139.9076998183,9244.35180296876
632,HOWA,24027606704,6703,1275,182.0,14.3,9,0,(+/-) 12.2,,,2995471.0872524395,7777.237224403238
633,HOWA,24027605601,8063,1555,322.0,20.7,8,0,(+/-) 19.4,,,3566766.925396071,8995.422611060185
634,HOWA,24027603001,6020,1269,8.0,0.6,4,0,(+/-) 1,,,24777656.944459613,22418.575646746987
635,HOWA,24027606803,5917,1312,71.0,5.4,11,0,(+/-) 7.2,,,4732339.159479361,10507.627716155872
636,HOWA,24027606805,5147,1110,0.0,0.0,8,0,(+/-) 3.8,,,7973612.401712578,13601.48223200427
637,HOWA,24027605602,8443,1812,33.0,1.8,11,0,(+/-) 2.8,,,6604411.676673982,11575.037426678673
638,HOWA,24027602303,4515,1218,18.0,1.5,13,0,(+/-) 2,,,11767040.328250498,16613.628364632692
639,HOWA,24027601108,3691,758,0.0,0.0,7,0,(+/-) 5.4,,,2639778.4719364713,8807.144998237376
640,HOWA,24027605502,4400,795,27.0,3.4,7,0,(+/-) 3.7,,,4202852.295583984,9387.521920619647
641,HOWA,24027602306,5616,1281,24.0,1.9,14,0,(+/-) 3.1,,,5386810.1023051,12834.175711314178
642,HOWA,24027602305,4254,1201,26.0,2.2,13,0,(+/-) 3.8,,,3854604.6279095556,10399.802986262672
643,HOWA,24027606706,5054,994,0.0,0.0,9,0,(+/-) 4.3,,,3938196.6489223614,9734.967972346882
644,HOWA,24027606804,2984,593,0.0,0.0,11,0,(+/-) 7.3,,,3061967.433168318,8611.573341105588
645,HOWA,24027605404,4482,280,91.0,32.5,5,0,(+/-) 40.3,,,2720046.639945907,7408.46378634717
646,HOWA,24027605505,6582,1674,0.0,0.0,13,0,(+/-) 2.5,,,8577813.765533198,14555.796958574165
647,HOWA,24027602302,6174,1489,19.0,1.3,16,0,(+/-) 2.8,,,7050114.191101242,11007.1750184499
648,HOWA,24027606708,6303,1420,344.0,24.2,16,0,(+/-) 18.8,,,11991704.967336534,15738.15402195408
649,HOWA,24027601205,4773,1104,51.0,4.6,5,0,(+/-) 5.3,,,3087758.3406231343,9138.937515820882
650,HOWA,24027605103,5486,1300,5.0,0.4,8,0,(+/-) 0.8,,,31242459.458626118,25362.7588201889
651,HOWA,24027604004,4624,1211,0.0,0.0,7,0,(+/-) 3.4,,,38043093.240442805,30434.866151483606
652,HOWA,24027605403,3776,570,62.0,10.9,7,0,(+/-) 12.3,,,1735050.9279289495,6020.005278934789
653,HOWA,24027606901,7347,1729,123.0,7.1,10,0,(+/-) 7.1,,,14475004.900084121,15552.5229770866
654,HOWA,24027602800,5967,1388,51.0,3.7,11,0,(+/-) 5.8,,,6049358.811574775,13141.587197876339
655,HOWA,24027603003,4646,1203,24.0,2.0,9,0,(+/-) 2.8,,,45345237.263545826,36271.16237402411
656,HOWA,24027602304,4909,1251,0.0,0.0,11,0,(+/-) 3.3,,,6436283.243450658,12850.933958405187
657,HOWA,24027605106,4795,1155,70.0,6.1,8,0,(+/-) 6.1,,,23299119.378168862,26545.66618807508
658,HOWA,24027601104,6757,1660,0.0,0.0,11,0,(+/-) 2.5,,,16084340.434775505,17998.20383375119
659,HOWA,24027602201,3810,1055,37.0,3.5,5,0,(+/-) 6.1,,,4617456.9418793265,8766.605763014008
660,HOWA,24027601107,5600,1411,80.0,5.7,4,0,(+/-) 4.9,,,1339045.0536137698,5357.262308775977
661,HOWA,24027606606,5300,1050,123.0,11.7,11,0,(+/-) 11.7,,,2382278.450605489,7663.962942741661
662,HOWA,24027606607,4420,919,0.0,0.0,7,0,(+/-) 4.7,,,2106149.993151877,6443.835029943987
663,HOWA,24027606601,3600,700,0.0,0.0,14,0,(+/-) 5.9,,,3476756.24895022,8673.994338019642
664,HOWA,24027602100,9101,2625,60.0,2.3,7,0,(+/-) 4.7,,,13778376.526494192,20953.69705641533
665,HOWA,24027605401,5250,1237,71.0,5.7,9,0,(+/-) 7.5,,,3121689.4831939605,8355.628143490836
666,HOWA,24027601203,10016,2771,551.0,19.9,13,0,(+/-) 16.9,,,9160513.23632307,14085.954959537701
667,HOWA,24027602202,5701,1547,43.0,2.8,11,0,(+/-) 3.5,,,5871559.401066148,10109.646659332468
668,HOWA,24027604001,6556,1643,0.0,0.0,4,0,(+/-) 2.6,,,78315078.03088212,47493.08052566145
669,HOWA,24027605105,8063,2560,0.0,0.0,9,0,(+/-) 1.7,,,15703758.812323563,17923.906643582566
670,HOWA,24027603004,7928,1994,2.0,0.1,16,0,(+/-) 0.5,,,44543371.37341674,32203.064571815943
671,HOWA,24027606904,4494,950,45.0,4.7,7,0,(+/-) 7,,,2308447.373739609,8455.715758711913
672,HOWA,24027605504,2571,597,0.0,0.0,11,0,(+/-) 6.9,,,2443784.057088477,10935.248112500049
673,HOWA,24027606905,8069,1778,274.0,15.4,8,0,(+/-) 17.6,,,9276530.516688293,15066.991479393642
674,HOWA,24027606701,2769,625,131.0,20.9,10,0,(+/-) 22.4,,,3632410.7278480637,8131.472003923851
675,HOWA,24027606906,6772,1854,11.0,0.6,10,0,(+/-) 0.9,,,3499064.5016540745,9118.809922954268
676,HOWA,24027601204,8037,1951,246.0,12.6,11,0,(+/-) 13,,,6948005.87269205,12843.51390972414
677,HOWA,24027601105,5498,1405,101.0,7.2,11,0,(+/-) 6.9,,,3195807.164186677,8001.078841633015
678,HOWA,24027605104,6189,1743,19.0,1.1,13,0,(+/-) 1.4,,,41556494.00068647,33961.785077534754
679,HOWA,24027602900,4713,1110,20.0,1.8,8,0,(+/-) 2.8,,,4068092.120162838,10338.262866975883
680,HOWA,24027604003,4084,1071,125.0,11.7,6,0,(+/-) 13.1,,,47519667.01013005,49736.32153763271
681,HOWA,24027606604,4699,1211,229.0,18.9,13,0,(+/-) 14.1,,,2022977.5391457528,6799.514603444801
682,HOWA,24027602700,5887,1469,46.0,3.1,9,0,(+/-) 2.9,,,6830331.875533652,12646.089657858118
683,KENT,24029950400,2858,226,62.0,27.3,4,0,(+/-) 20.7,,,177228397.5506045,166622.1439372457
684,KENT,24029950500,2384,316,42.0,13.4,3,0,(+/-) 11.1,,,73491113.18747102,173397.53943769916
685,KENT,24029950200,4370,713,54.0,7.6,5,0,(+/-) 9.4,,,284431359.89729464,163432.26545605148
686,KENT,24029950100,3704,833,47.0,5.7,3,0,(+/-) 6.4,,,172953000.19150934,83534.38819927149
687,KENT,24029950300,5949,925,204.0,22.0,4,0,(+/-) 10.7,,,23776619.946507562,29559.847560350176
688,MONT,24031701418,3553,870,22.0,2.5,7,1,(+/-) 3.8,,,1204529.4622618766,5071.758660832815
689,MONT,24031700316,3978,917,63.0,6.9,13,0,(+/-) 9.1,,,4549532.044885881,10449.652666180418
690,MONT,24031704700,3577,756,0.0,0.0,8,0,(+/-) 5.5,,,2029025.870381099,6130.6472722908975
691,MONT,24031701211,5831,1244,2.0,0.2,15,0,(+/-) 1.8,,,6570127.039458546,14959.582995730572
692,MONT,24031701101,4758,790,30.0,3.8,8,0,(+/-) 4.7,,,2327413.200895892,8088.3828620363565
693,MONT,24031700832,2961,724,80.0,11.0,9,1,(+/-) 8.6,,,1375161.6169019248,5940.270209016386
694,MONT,24031702200,4097,932,0.0,0.0,9,2,(+/-) 4.5,,,1653319.4310681485,7129.822487666205
695,MONT,24031700837,6738,1565,171.0,10.9,17,1,(+/-) 10.5,,,1570036.0148675905,5407.1537639316575
696,MONT,24031701210,3821,1121,0.0,0.0,11,0,(+/-) 3.7,,,2593521.161771525,7644.452257583692
697,MONT,24031700718,5748,757,160.0,21.1,11,0,(+/-) 21.2,,,2611746.779786653,7086.7350860153165
698,MONT,24031703210,3969,564,19.0,3.4,14,1,(+/-) 5.3,,,1556709.9866169193,5513.056123759678
699,MONT,24031702700,7399,2316,195.0,8.4,7,0,(+/-) 11,,,3502520.8492779513,10397.725089062293
700,MONT,24031702302,4305,968,24.0,2.5,10,1,(+/-) 4.2,,,1549639.9653324843,7365.665542084846
701,MONT,24031701509,6546,2180,576.0,26.4,8,0,(+/-) 13.3,,,4084637.354085598,9600.615129176518
702,MONT,24031700104,4977,1284,146.0,11.4,11,1,(+/-) 11,,,2425886.036716947,10087.002770789742
703,MONT,24031705901,4353,1150,15.0,1.3,9,0,(+/-) 1.9,,,5115156.240229651,9881.390321810008
704,MONT,24031700313,4166,1003,0.0,0.0,6,0,(+/-) 4.1,,,2798035.415257235,9012.474552777394
705,MONT,24031700726,3658,586,128.0,21.8,9,2,(+/-) 26.1,,,645224.5760089362,5665.883615785357
706,MONT,24031705602,3899,229,0.0,0.0,4,0,(+/-) 16.9,,,227017.69388206568,2172.8960645389107
707,MONT,24031701303,3532,759,0.0,0.0,9,0,(+/-) 5.4,,,4280033.977936566,11298.899890738587
708,MONT,24031700206,5764,1368,0.0,0.0,9,0,(+/-) 3.1,,,12795267.97160666,20238.372695481135
709,MONT,24031701409,4769,669,12.0,1.8,8,1,(+/-) 3.1,,,6676421.004848699,11977.094263864958
710,MONT,24031700724,3324,870,172.0,19.8,11,1,(+/-) 17.2,,,823248.7251623387,4577.95979863592
711,MONT,24031701206,6529,1804,0.0,0.0,15,0,(+/-) 2.4,,,4940301.703534775,9706.170427389068
712,MONT,24031706011,5733,1476,12.0,0.8,10,0,(+/-) 1.2,,,3799417.4877141807,10017.49381506355
713,MONT,24031701703,3900,1069,87.0,8.1,7,2,(+/-) 9.7,,,1102766.4158587568,5551.04014283451
714,MONT,24031700835,4705,768,31.0,4.0,16,0,(+/-) 6.3,,,5682463.395886072,10807.388822177467
715,MONT,24031701508,4278,1311,58.0,4.4,7,0,(+/-) 6.2,,,915535.5641286281,5191.146688337049
716,MONT,24031701307,4509,1375,83.0,6.0,14,0,(+/-) 9,,,15534709.273399081,23601.31663449796
717,MONT,24031701503,6766,1327,204.0,15.4,13,0,(+/-) 17,,,4502370.368814593,10038.34965064969
718,MONT,24031700606,4000,869,3.0,0.3,13,0,(+/-) 0.7,,,4691636.979072229,12403.75050958305
719,MONT,24031703207,6051,1811,98.0,5.4,9,1,(+/-) 4.5,,,4019203.92071906,7914.063795886228
720,MONT,24031700902,4283,837,27.0,3.2,10,0,(+/-) 4.2,,,1718775.7873161626,6139.29301400034
721,MONT,24031705702,4721,1207,27.0,2.2,7,0,(+/-) 3.3,,,2602976.115561077,6886.149863467946
722,MONT,24031705200,3310,854,38.0,4.5,4,0,(+/-) 5.5,,,1819389.741740358,6928.687473419797
723,MONT,24031701102,5689,955,142.0,14.9,10,0,(+/-) 17.6,,,2068245.030300576,6775.182498733513
724,MONT,24031704000,6742,1682,167.0,9.9,11,0,(+/-) 13.8,,,2264804.3455379526,7912.819530822059
725,MONT,24031701422,2553,703,71.0,10.1,6,1,(+/-) 10.5,,,323461.3030848703,2353.6009968253834
726,MONT,24031703218,1954,0,0.0,,3,0,(+/-) **,,,616335.1621957838,3543.52715401963
727,MONT,24031703222,4314,1463,451.0,30.8,8,1,(+/-) 19.7,,,1627576.656167149,6969.6653562830525
