OBJECTID,JURSCODE,GEOID20,POPULATION_TOTAL,CHILD_POPULATION_TOTAL,CHILD_POV_TOTAL,CHILD_POV_PCT,SCHOOL_BND_INT_TOTAL,SCHOOL_BND_INT_CPG_TOTAL,NOTES,CALC_SUM,CALC_PCT,Shape__Area,Shape__Length
255,BACO,24005407002,5683,1329,72.0,5.4,5.0,,(+/-) 7.8,,,97375103.9631706,52539.82198148373
256,BACO,24005491402,3257,740,127.0,17.2,6.0,,(+/-) 23.1,,,889442.678325685,3920.740225615833
257,BACO,24005402408,2217,546,48.0,8.8,7.0,,(+/-) 10.6,,,1698637.11435257,5957.152018365519
258,BACO,24005402503,5453,1159,413.0,35.6,9.0,,(+/-) 30.1,,,4867022.490523145,11653.556910797148
259,BACO,24005452500,4243,1464,556.0,38.0,7.0,,(+/-) 17.5,,,1431132.439593685,10231.293728967523
260,BACO,24005440701,6430,695,182.0,26.2,7.0,,(+/-) 21.5,,,3911830.34439334,8486.73377066303
261,BACO,24005404202,8390,1774,257.0,14.5,10.0,,(+/-) 14.8,,,6863757.380636455,12846.792094504366
262,BACO,24005402307,6077,1835,218.0,11.9,7.0,,(+/-) 10.7,,,2235401.075418725,6432.20355954406
263,BACO,24005980200,0,0,,,5.0,,(+/-) **,,,2348775.250487505,7509.3393309412595
264,BACO,24005430300,6292,1882,715.0,38.0,6.0,,(+/-) 23.4,,,2199512.802108415,6301.578652454354
265,BACO,24005411102,3363,634,1.0,0.2,7.0,,(+/-) 1.1,,,25132621.314750675,27160.513646229847
266,BACO,24005440800,3596,765,68.0,8.9,8.0,,(+/-) 10.3,,,2939111.316230685,8190.180976880156
267,BACO,24005420800,3182,640,68.0,10.7,7.0,,(+/-) 9.8,,,1778274.15183858,6050.95545303334
268,BACO,24005420500,3839,805,110.0,13.7,5.0,,(+/-) 19,,,852952.68926787,5133.208038304609
269,BACO,24005451802,3959,487,84.0,17.2,8.0,,(+/-) 17,,,10972742.010072434,58495.75337068845
270,BACO,24005492200,4851,803,162.0,20.2,9.0,,(+/-) 17.2,,,2899930.652768295,9747.739482125498
271,BACO,24005406000,5446,1400,0.0,0.0,5.0,,(+/-) 2.8,,,95782930.73935428,47039.07270866554
272,BACO,24005400600,3163,683,33.0,4.8,6.0,,(+/-) 7.1,,,968809.72640273,4918.4942887105535
273,BACO,24005402403,2229,300,58.0,19.3,6.0,,(+/-) 20,,,2119937.15571216,6612.086657201561
274,BACO,24005980100,0,0,,,4.0,,(+/-) **,,,1747773.76920709,5962.296360543944
275,BACO,24005450503,6102,1109,311.0,28.0,8.0,2.0,(+/-) 25.5,,,927263.5272473,7069.656512542156
276,BACO,24005402303,7163,1565,131.0,8.4,9.0,,(+/-) 7.9,,,2865772.15972078,7275.1550071076335
277,BACO,24005450100,3688,699,68.0,9.7,9.0,,(+/-) 9.4,,,9181957.415179625,16344.02167612184
278,BACO,24005408100,6426,1179,0.0,0.0,7.0,,(+/-) 3.3,,,26273966.28840023,32898.98185109693
279,BACO,24005400900,2076,703,39.0,5.5,8.0,,(+/-) 6,,,1023160.474493685,4431.335473683776
280,BACO,24005403702,6358,1599,900.0,56.3,9.0,,(+/-) 24.9,,,6332888.859342245,13129.992646010269
281,BACO,24005402405,3901,953,207.0,21.7,5.0,,(+/-) 17.4,,,1412608.97977066,5419.80058904135
282,BACO,24005402603,6030,859,155.0,18.0,9.0,,(+/-) 31,,,6092540.76445846,12547.597368328732
283,BACO,24005420100,3475,729,8.0,1.1,9.0,,(+/-) 1.9,,,1640748.98189443,5638.1990768816295
284,BACO,24005451900,2663,652,49.0,7.5,7.0,,(+/-) 12.1,,,13549473.00816211,40622.48374435244
285,BACO,24005403602,6265,1995,0.0,0.0,6.0,,(+/-) 2,,,2754866.05768646,6705.392856076777
286,BACO,24005492401,4689,1168,71.0,6.1,6.0,,(+/-) 8.2,,,1609553.36308536,6131.439616630284
287,BACO,24005421200,1839,213,86.0,40.4,5.0,,(+/-) 25.1,,,903534.287722305,8102.038585294274
288,BACO,24005421102,2621,498,134.0,26.9,4.0,,(+/-) 17,,,2132330.978944045,7735.478849308311
289,BACO,24005421101,3000,655,5.0,0.8,4.0,,(+/-) 1.3,,,683717.073784135,3978.1822145880624
290,BACO,24005411410,4841,1083,43.0,4.0,6.0,,(+/-) 5.3,,,2163906.876499245,6599.440327725713
291,BACO,24005404402,6481,1349,192.0,14.2,7.0,,(+/-) 17,,,10882181.60669647,17925.837592708845
292,BACO,24005408704,5409,1367,0.0,0.0,10.0,,(+/-) 2.9,,,5488230.246628815,10082.09697486111
293,BACO,24005491500,4152,738,0.0,0.0,6.0,,(+/-) 5.3,,,1128582.315099325,4399.789789479676
294,BACO,24005403703,2327,245,27.0,11.0,6.0,,(+/-) 14.5,,,2016372.75149431,6549.054648324097
295,BACO,24005491300,3492,556,69.0,12.4,9.0,,(+/-) 17.1,,,1913645.51072675,6509.47847839586
296,BACO,24005490601,2280,737,0.0,0.0,5.0,,(+/-) 5.3,,,552638.425889605,2937.332520811468
297,BACO,24005492500,3516,23,0.0,0.0,6.0,,(+/-) 82.3,,,2644532.544126635,10089.814641072693
298,BACO,24005408702,2249,572,0.0,0.0,6.0,,(+/-) 6.8,,,2214254.12640221,6632.101539200526
299,BACO,24005402304,3539,559,30.0,5.4,10.0,,(+/-) 9.1,,,1540695.142804345,5620.0715053884205
300,BACO,24005492101,3834,734,0.0,0.0,7.0,,(+/-) 5.3,,,1432392.05806136,5607.115670167949
301,BACO,24005411307,3443,806,279.0,34.6,8.0,,(+/-) 20.3,,,1799962.553698155,6169.105781645842
302,BACO,24005452300,2803,802,380.0,47.4,8.0,,(+/-) 27.7,,,2410622.799443965,9529.40113129776
303,BACO,24005490701,1660,184,0.0,0.0,4.0,,(+/-) 19.4,,,1310072.157995785,5139.967042949572
304,BACO,24005402602,2063,179,15.0,8.5,5.0,,(+/-) 15,,,1237783.064668765,4993.39342025869
305,BACO,24005452000,2710,407,0.0,0.0,3.0,,(+/-) 9.4,,,1572987.318299005,7217.036956869726
306,BACO,24005420302,2422,744,155.0,20.8,4.0,,(+/-) 13.7,,,544139.91560847,3636.487124448523
307,BACO,24005420900,3878,1177,443.0,37.6,5.0,,(+/-) 21.6,,,1034757.40588201,4632.57612026872
308,BACO,24005411404,3482,892,0.0,0.0,10.0,,(+/-) 4.4,,,3581093.454560925,10123.07518209216
309,BACO,24005402510,4938,1114,0.0,0.0,7.0,,(+/-) 3.5,,,2075569.45812993,7773.2986231731265
310,BACO,24005410100,6046,1326,29.0,2.2,8.0,,(+/-) 3.5,,,95393358.10947892,58078.745841641416
311,BACO,24005408703,6635,1335,0.0,0.0,5.0,,(+/-) 2.9,,,3922797.265529255,8183.8349063851565
312,BACO,24005403100,2411,515,0.0,0.0,6.0,,(+/-) 7.6,,,1913481.27191916,7432.920935954329
313,BACO,24005408502,5556,928,0.0,0.0,12.0,,(+/-) 4.4,,,15830055.824689155,21109.531196433323
314,BACO,24005403401,3604,379,0.0,0.0,7.0,,(+/-) 11,,,1813615.44789061,5696.988336893115
315,BACO,24005451000,1822,287,0.0,0.0,3.0,,(+/-) 13,,,13671998.81534323,37509.85385790202
316,BACO,24005451401,3896,870,28.0,3.2,4.0,,(+/-) 4.2,,,697531.176279935,3783.101327085244
317,BACO,24005411308,4512,1209,0.0,0.0,7.0,,(+/-) 3.3,,,4117123.74505932,8377.130005319244
318,BACO,24005401102,809,65,0.0,0.0,7.0,,(+/-) 41.8,,,3464331.8796768,8523.184024012926
319,BACO,24005411412,3844,1100,502.0,45.6,7.0,,(+/-) 22.6,,,617296.935460075,3511.448331635632
320,BACO,24005491701,4111,848,137.0,16.1,6.0,,(+/-) 15.5,,,2988011.40004802,9171.27231074717
321,BACO,24005411306,5909,1393,244.0,17.5,8.0,,(+/-) 22.8,,,2661318.373901005,7368.846824086757
322,BACO,24005411101,2234,408,22.0,5.4,8.0,,(+/-) 7.7,,,21409320.342522055,25585.23345244678
323,BACO,24005491202,1773,256,18.0,7.0,6.0,,(+/-) 12.7,,,762688.372056155,3973.569644091957
324,BACO,24005411411,3140,819,1.0,0.1,11.0,,(+/-) 0.3,,,1613311.02606386,6031.6976418164995
325,BACO,24005400701,2980,510,12.0,2.4,8.0,,(+/-) 3.6,,,1186680.584424765,4778.9850178701845
326,BACO,24005420301,2335,420,125.0,29.8,6.0,,(+/-) 17.5,,,551517.31100048,3634.3071408359274
327,BACO,24005402604,6957,1349,134.0,9.9,8.0,,(+/-) 10.1,,,3630354.94090555,11893.903346325602
328,BACO,24005492600,3765,952,175.0,18.4,9.0,,(+/-) 15.5,,,4184257.001355965,12738.479955405965
329,BACO,24005403601,4790,1262,0.0,0.0,8.0,,(+/-) 3.1,,,2751180.550356275,8329.751263782815
330,BACO,24005408505,3623,823,51.0,6.2,6.0,,(+/-) 7.5,,,4066966.626958795,10240.713695825849
331,BACO,24005430101,5212,1423,445.0,31.3,5.0,,(+/-) 20.8,,,1467421.48848051,6017.482524564215
332,BACO,24005450400,2417,437,39.0,8.9,6.0,,(+/-) 9.4,,,1196018.795385935,7604.457142464286
333,BACO,24005403500,5766,1825,206.0,11.3,5.0,,(+/-) 8.3,,,3127311.91921007,7990.709848369633
334,BACO,24005492001,1224,231,74.0,32.2,8.0,,(+/-) 29.6,,,994482.02216608,4953.045027776071
335,BACO,24005403801,1362,235,8.0,3.4,7.0,,(+/-) 5,,,11267882.647821074,18470.787819633097
336,BACO,24005402306,4394,946,131.0,13.9,6.0,,(+/-) 10.6,,,1248990.77750384,4687.377936788681
337,BACO,24005403704,4630,982,78.0,7.9,8.0,,(+/-) 11.3,,,9343563.354943255,15005.52164121992
338,BACO,24005404404,5828,1111,0.0,0.0,5.0,,(+/-) 3.5,,,4220735.39348866,10781.803032903417
339,BACO,24005420701,3227,936,364.0,38.9,5.0,,(+/-) 21.5,,,1734081.722676965,6108.717491497811
340,BACO,24005492002,3814,944,34.0,3.6,10.0,,(+/-) 4.5,,,1563364.02630444,5673.313417343866
341,BACO,24005430104,2904,362,20.0,5.5,4.0,,(+/-) 5.7,,,1491605.283808845,5820.4353516611445
342,BACO,24005451801,5609,1590,447.0,28.1,7.0,,(+/-) 18,,,10554105.14642018,32223.9565589409
343,BACO,24005430900,4475,964,117.0,12.1,7.0,,(+/-) 14.8,,,1454224.159600955,5836.667961049021
344,BACO,24005402404,5431,1910,691.0,36.2,8.0,,(+/-) 27.2,,,1694585.58076735,6512.947957373383
345,BACO,24005411302,4109,1222,159.0,13.0,11.0,,(+/-) 13,,,19083438.859572064,28528.06705099647
346,BACO,24005404403,5228,1448,48.0,3.3,6.0,,(+/-) 4.7,,,2302134.785881595,6470.915863875607
347,BACO,24005408400,1290,108,6.0,5.6,5.0,,(+/-) 9.2,,,10027853.602516325,15559.550668123513
348,BACO,24005404600,2754,661,158.0,23.9,5.0,,(+/-) 21.8,,,63482591.62291642,44977.41483759954
349,BACO,24005402201,3397,555,134.0,24.1,12.0,,(+/-) 19.9,,,42478576.97478799,43070.72929796821
350,BACO,24005408303,3237,745,48.0,6.4,10.0,,(+/-) 7.8,,,14658095.59576888,18823.904446438457
351,BACO,24005452100,3353,741,43.0,5.8,4.0,,(+/-) 6.2,,,2898122.34166242,14748.604983975807
352,BACO,24005451701,5906,1144,77.0,6.7,11.0,,(+/-) 7.8,,,16429724.300876684,21639.006750886412
353,BACO,24005490500,3448,713,56.0,7.9,4.0,,(+/-) 9.8,,,6667502.713921615,13729.311658913886
354,BACO,24005491900,1961,342,51.0,14.9,5.0,,(+/-) 16.4,,,1444512.820547715,6046.3743128088345
355,BACO,24005451500,4429,1368,653.0,47.7,4.0,1.0,(+/-) 20.7,,,828258.26861707,5287.515525374882
356,BACO,24005411413,3177,24,0.0,0.0,6.0,,(+/-) 67.2,,,572234.477324595,3203.8760228894694
357,BACO,24005491000,2472,789,0.0,0.0,7.0,,(+/-) 4.9,,,1242025.9132737,5585.241906895063
358,BACO,24005450800,4458,1135,234.0,20.6,8.0,,(+/-) 17,,,2074427.651920285,9203.25369655656
359,BACO,24005403803,3324,791,5.0,0.6,10.0,,(+/-) 1.1,,,5776038.022614445,13533.063949770998
360,BACO,24005404502,3756,787,313.0,39.8,6.0,,(+/-) 20.2,,,1093941.61851835,4529.027119103283
361,BACO,24005400100,4398,453,0.0,0.0,5.0,,(+/-) 8.4,,,1883707.451927395,6624.184879311561
362,BACO,24005408302,2909,604,0.0,0.0,7.0,,(+/-) 6.6,,,10955315.475977674,16109.338466617057
363,BACO,24005401301,3825,1135,242.0,21.3,4.0,,(+/-) 18.5,,,1152620.20689008,5684.913398258252
364,BACO,24005420200,3308,585,0.0,0.0,8.0,,(+/-) 7,,,1778300.92985325,8260.692747801237
365,BACO,24005401507,7200,2572,303.0,11.8,7.0,,(+/-) 11.2,,,2715525.788688345,8196.544170118994
366,BACO,24005490400,1954,474,44.0,9.2,9.0,,(+/-) 9.2,,,6046456.66867427,12234.392510873633
367,BACO,24005430200,2962,515,0.0,0.0,3.0,,(+/-) 7.5,,,1676870.486767495,5367.598669084958
368,BACO,24005401504,7197,1573,436.0,27.7,9.0,,(+/-) 22.3,,,5717284.93034311,11239.629294590839
369,BACO,24005401505,4511,872,183.0,21.0,5.0,,(+/-) 20.2,,,2291825.187927475,7138.827573711398
370,BACO,24005490703,2941,588,0.0,0.0,5.0,,(+/-) 6.6,,,1532766.95273297,5634.574370632749
371,CALV,24009860403,3760,1074,35.0,3.3,6.0,,(+/-) 3.4,,,7651688.002254395,16222.196480799059
372,CALV,24009860702,2786,596,64.0,10.8,8.0,,(+/-) 9.1,,,24507054.58845288,21724.36689644722
373,CALV,24009860404,7335,1879,23.0,1.2,4.0,,(+/-) 1.2,,,9957448.00904306,13498.581844164157
374,CALV,24009860300,4154,850,52.0,6.1,9.0,,(+/-) 7.2,,,38546300.66649716,34934.147343507095
375,CALV,24009860600,6610,1937,45.0,2.3,7.0,,(+/-) 3.4,,,57265270.93965115,40974.24343213729
376,CALV,24009860501,7066,1858,41.0,2.2,7.0,,(+/-) 3.7,,,39090369.83609137,30604.92638651612
377,CALV,24009860502,3457,720,0.0,0.0,7.0,,(+/-) 5.4,,,19699119.415078744,31770.981819155437
378,CALV,24009861003,6800,1376,122.0,8.9,5.0,,(+/-) 10.1,,,11497151.33649344,31501.84729710052
379,CALV,24009860901,5073,644,0.0,0.0,5.0,,(+/-) 6.3,,,20405409.62661953,59211.89315533735
380,CALV,24009860701,3263,597,80.0,13.4,7.0,,(+/-) 18.9,,,32681411.65700616,31558.801461792416
381,CALV,24009861004,6999,1871,213.0,11.4,5.0,,(+/-) 8.9,,,7577794.97148149,18033.305209908856
382,CALV,24009860103,6543,1788,45.0,2.5,6.0,,(+/-) 5,,,38689750.56632286,33562.071776984856
383,CALV,24009860902,2933,722,39.0,5.4,6.0,,(+/-) 7.9,,,19815108.655853257,41374.16396688233
384,CALV,24009860402,3710,842,0.0,0.0,8.0,,(+/-) 4.6,,,11061717.240691455,17080.563307605276
385,CALV,24009860200,5850,1444,0.0,0.0,8.0,,(+/-) 2.7,,,48053446.31038596,41549.15409736374
386,CALV,24009860801,6801,1376,32.0,2.3,6.0,,(+/-) 3.6,,,79373256.20633018,76873.53249209547
387,CALV,24009860703,4172,798,170.0,21.3,5.0,,(+/-) 20.4,,,39210940.80520839,37021.96790403097
388,CALV,24009861100,5932,1147,7.0,0.6,11.0,,(+/-) 1,,,55988838.58988248,61992.696039508366
389,CARO,24011955400,2264,355,55.0,15.5,9.0,2.0,(+/-) 18.5,,,118447031.31704909,57978.499812857546
390,CARO,24011955500,3622,830,122.0,14.7,3.0,,(+/-) 13.6,,,116850311.84232794,56118.97270376082
391,CARO,24011955301,4172,1116,140.0,12.5,7.0,1.0,(+/-) 12.1,,,111877141.715157,59916.92550119108
392,CARO,24011955000,3338,891,130.0,14.6,3.0,1.0,(+/-) 9.1,,,93202620.1808304,41320.0865710521
393,CARO,24011955100,5736,1479,458.0,31.0,5.0,1.0,(+/-) 13.4,,,132046391.23732124,67489.76311158092
394,CARO,24011955201,4137,952,61.0,6.4,5.0,1.0,(+/-) 5.6,,,71498785.75310595,43534.83661311344
395,CARO,24011955302,3210,723,264.0,36.5,4.0,,(+/-) 18.2,,,7790771.13630689,15569.169558544467
396,CARO,24011955202,2413,475,9.0,1.9,4.0,,(+/-) 3.5,,,98485939.50253998,60147.808674779604
397,CARO,24011955600,4428,996,378.0,38.0,4.0,1.0,(+/-) 15.4,,,89101713.00915934,57759.612248714984
398,CARR,24013504100,4963,1145,3.0,0.3,9.0,,(+/-) 0.6,,,37547559.83744745,27908.1795146966
399,CARR,24013505203,3951,764,71.0,9.3,8.0,,(+/-) 11.8,,,7066974.061049845,12487.705829409839
400,CARR,24013503000,5937,1242,0.0,0.0,10.0,,(+/-) 3.2,,,102626475.56771705,42445.756633871504
401,CARR,24013507500,5090,983,14.0,1.4,10.0,,(+/-) 2.2,,,25667750.324603334,21227.448031887994
402,CARR,24013504201,5668,1082,0.0,0.0,9.0,,(+/-) 3.6,,,38210317.68217539,39510.65062391951
403,CARR,24013514100,3550,887,59.0,6.7,13.0,,(+/-) 7.1,,,31774132.833916295,25649.85525984845
404,CARR,24013511000,3867,797,114.0,14.3,10.0,,(+/-) 12.6,,,63179579.45759711,35011.6123064253
405,CARR,24013506200,5718,1201,38.0,3.2,4.0,,(+/-) 5.2,,,61654566.83773882,33411.697271064804
406,CARR,24013510000,1386,330,9.0,2.6,4.0,,(+/-) 4.2,,,56733551.50560298,46452.125282493704
407,CARR,24013505207,3649,1001,0.0,0.0,7.0,,(+/-) 3.9,,,4266537.6625003,8964.161342381483
408,CARR,24013507801,6682,1614,460.0,28.5,7.0,,(+/-) 17.6,,,6296988.418559005,11088.94610719388
409,CARR,24013507702,3961,751,60.0,8.0,15.0,,(+/-) 8.1,,,13869768.89794247,19023.81915694834
410,CARR,24013507601,4495,859,56.0,6.5,9.0,,(+/-) 8.3,,,24594992.067308765,25042.898511200085
411,CARR,24013505101,3850,911,53.0,5.8,11.0,,(+/-) 5.9,,,9421656.253441295,15996.40291358446
412,CARR,24013501001,5353,1570,223.0,14.2,4.0,,(+/-) 13.5,,,20761759.98941688,22346.66305194988
413,CARR,24013508200,6531,1354,70.0,5.2,11.0,,(+/-) 8.2,,,57300377.86123076,35199.2579049606
414,CARR,24013505208,4825,1341,25.0,1.9,4.0,,(+/-) 3.1,,,5653640.1480962,11031.968263740784
415,CARR,24013508103,8132,1986,22.0,1.1,6.0,,(+/-) 1.7,,,23439356.164031103,26578.13767474505
416,CARR,24013505102,5728,1322,0.0,0.0,8.0,,(+/-) 3,,,24823637.024696346,25497.85720994611
417,CARR,24013504202,6833,1485,117.0,7.9,11.0,,(+/-) 8.7,,,45163869.07906032,36168.35820144436
418,CARR,24013506101,5411,1269,11.0,0.9,7.0,,(+/-) 1.6,,,46107412.83395286,33477.3324462579
419,CARR,24013502000,3877,695,26.0,3.8,5.0,,(+/-) 6.3,,,84590640.5539354,42391.363799915525
420,CARR,24013513002,5605,1356,31.0,2.3,4.0,,(+/-) 3.7,,,31080714.904820874,31398.963925072963
421,CARR,24013512000,1584,349,67.0,19.1,3.0,,(+/-) 21.5,,,18690553.38521163,21202.340875244437
422,CARR,24013501002,4795,831,108.0,13.0,7.0,,(+/-) 12.2,,,80234963.6944562,53915.104057796445
423,CARR,24013507602,4616,779,0.0,0.0,5.0,,(+/-) 5,,,14814263.363557644,16373.815512356872
424,CARR,24013509001,4920,936,26.0,2.8,11.0,,(+/-) 3.7,,,43858079.865063734,30935.67428472274
425,CARR,24013513001,5221,1241,63.0,5.1,4.0,,(+/-) 5.2,,,10945306.903319985,20257.204503256395
426,CARR,24013505206,3052,695,17.0,2.4,7.0,,(+/-) 3.6,,,23464047.32974948,34513.73842960556
427,CARR,24013507704,6364,1586,125.0,7.9,10.0,,(+/-) 9.8,,,5912584.55453997,13017.131513691498
428,CARR,24013507802,4791,980,0.0,0.0,11.0,,(+/-) 4,,,21519538.353571836,28377.16455259132
429,CARR,24013506102,4654,735,16.0,2.2,9.0,,(+/-) 4.5,,,27784293.805964716,26326.080292800216
430,CARR,24013514201,5281,1040,43.0,4.1,7.0,,(+/-) 3.6,,,46788911.14353733,31290.37442851326
431,CARR,24013514202,3467,676,21.0,3.1,6.0,,(+/-) 3.4,,,20990940.04464207,21547.829518618535
432,CARR,24013507703,3554,515,0.0,0.0,8.0,,(+/-) 7.5,,,7526321.20288398,11537.562789991107
433,CARR,24013505205,3235,814,76.0,9.3,4.0,,(+/-) 6.9,,,2618636.943769245,8640.293697107225
434,CARR,24013509002,2629,446,0.0,0.0,4.0,,(+/-) 8.6,,,25542784.626801316,21923.211261389333
435,CECI,24015031302,6604,1736,47.0,2.7,,,(+/-) 3.5,,,45895791.8596609,37907.77106935747
436,CECI,24015030903,5588,1633,691.0,42.3,,,(+/-) 21.2,,,28403917.786449585,26628.352536544422
437,CECI,24015030507,4279,751,201.0,26.8,,,(+/-) 19.4,,,6150851.65172695,13502.58990082851
438,CECI,24015030100,5156,831,93.0,11.2,,,(+/-) 11.1,,,179639694.0060489,144735.84679844297
439,CECI,24015031400,3947,731,9.0,1.2,,,(+/-) 2.3,,,47577157.69791657,36251.97273579803
440,CECI,24015030905,2668,618,66.0,10.7,,,(+/-) 14.3,,,32930830.779640265,31546.828263462605
441,CECI,24015030601,4004,865,10.0,1.2,,,(+/-) 2.1,,,52694893.980655,36476.92586781439
442,CECI,24015030508,5008,1297,410.0,31.6,,,(+/-) 17.7,,,4635430.33884764,10874.01989175586
443,CECI,24015030200,4982,925,293.0,31.7,,,(+/-) 28,,,113599378.66714121,94140.41437814021
444,CECI,24015030700,5143,1260,125.0,9.9,,,(+/-) 7.6,,,61401761.38880546,36615.91975650878
445,CECI,24015030907,4309,1121,0.0,0.0,,,(+/-) 3.5,,,22171027.157223605,33257.65728378822
446,CECI,24015031202,5196,1041,106.0,10.2,,,(+/-) 12.7,,,22837372.549252316,31239.565701169795
447,CECI,24015031301,3110,569,34.0,6.0,,,(+/-) 6.7,,,33128768.646969534,30740.915948701393
448,CECI,24015030602,5188,1088,40.0,3.7,,,(+/-) 6.2,,,17832154.723433334,20009.06857235582
449,CECI,24015031201,5633,1241,205.0,16.5,,,(+/-) 10.4,,,48046327.74307035,39689.76760511704
450,CECI,24015030400,4923,857,306.0,35.7,,,(+/-) 20,,,4909570.908198625,12664.906845905656
451,CECI,24015030501,4310,1019,0.0,0.0,,,(+/-) 3.8,,,29484695.632863846,29152.919191134202
452,CECI,24015030904,8650,1880,88.0,4.7,,,(+/-) 5.5,,,70221539.12041365,65001.077991114675
453,CECI,24015030505,3646,886,136.0,15.3,,,(+/-) 12.2,,,17942891.195570674,22810.323389558405
454,CECI,24015030503,5615,1374,245.0,17.8,,,(+/-) 14.9,,,42274022.71822128,52700.029325876574
455,CECI,24015030908,5917,1443,97.0,6.7,,,(+/-) 6.8,,,31754688.687390924,30781.20890568021
456,CHAR,24017850801,4742,1125,0.0,0.0,6.0,,(+/-) 3.5,,,4239921.380329805,8688.025369313558
457,CHAR,24017851200,4913,1172,52.0,4.4,5.0,,(+/-) 6.3,,,108547894.91881138,110879.53069590928
458,CHAR,24017850708,5764,1319,257.0,19.5,9.0,,(+/-) 15.7,,,6097850.771169045,14583.321440702659
459,CHAR,24017850300,1850,330,0.0,0.0,3.0,,(+/-) 11.4,,,34174749.14207187,42925.94641443332
460,CHAR,24017850902,5607,1264,0.0,0.0,15.0,1.0,(+/-) 3.1,,,5723642.138443515,9606.080504279105
461,CHAR,24017850600,5301,1174,189.0,16.1,14.0,,(+/-) 16.3,,,60298211.97776653,48870.21851519042
462,CHAR,24017851003,4307,1051,9.0,0.9,5.0,,(+/-) 1.5,,,19954263.31442335,21393.875032633965
463,CHAR,24017850102,2361,475,21.0,4.4,10.0,,(+/-) 4.4,,,44772592.84886041,36135.490648472354
464,CHAR,24017850711,5253,1367,55.0,4.0,8.0,,(+/-) 4.1,,,3019732.141845325,9587.267448455385
465,CHAR,24017851004,5269,1012,27.0,2.7,9.0,,(+/-) 4.2,,,22875363.131264906,23361.794582906463
466,CHAR,24017851501,3763,852,0.0,0.0,11.0,,(+/-) 4.9,,,4068972.105008615,9632.541954600207
467,CHAR,24017850904,12735,3158,0.0,0.0,14.0,,(+/-) 1.3,,,41972821.23543498,33948.10593055165
468,CHAR,24017850712,5127,1022,175.0,17.1,10.0,,(+/-) 19.2,,,28316251.110392313,31616.104149319322
469,CHAR,24017850710,5957,1707,43.0,2.5,7.0,,(+/-) 2.7,,,3671943.025253195,7760.435694483863
470,CHAR,24017851401,3112,704,177.0,25.1,5.0,,(+/-) 31.1,,,29322819.471056335,25112.969696896707
471,CHAR,24017850706,5721,1043,0.0,0.0,10.0,,(+/-) 4,,,6987007.757635585,18277.75282193141
472,CHAR,24017850709,7090,1510,20.0,1.3,8.0,,(+/-) 2.2,,,5301898.79187045,12428.942669897415
473,CHAR,24017850201,798,192,0.0,0.0,4.0,,(+/-) 18.9,,,16101770.742903935,40451.06083239824
474,CHAR,24017851302,4397,1001,12.0,1.2,10.0,,(+/-) 2.1,,,72019506.55979861,36012.04803130665
475,CHAR,24017850101,6807,1848,9.0,0.5,5.0,,(+/-) 0.9,,,25216305.7183139,26606.883165928495
476,CHAR,24017850906,5129,1183,130.0,11.0,7.0,1.0,(+/-) 11.4,,,2225312.886630805,6938.957749556559
477,CHAR,24017851301,5794,1864,220.0,11.8,6.0,,(+/-) 11.3,,,111962851.92742217,55977.06426131345
478,CHAR,24017850901,5781,1341,527.0,39.3,13.0,1.0,(+/-) 19.7,,,5489182.170745725,9818.457989531134
479,CHAR,24017851100,3030,566,48.0,8.5,6.0,,(+/-) 11.2,,,71708738.06201038,48066.020173498044
480,CHAR,24017850713,9739,2500,422.0,16.9,12.0,,(+/-) 9.4,,,25984875.310321573,22436.288186244317
481,CHAR,24017850202,4834,1000,66.0,6.6,4.0,,(+/-) 7.8,,,5761504.067688905,23255.364335485436
482,CHAR,24017851402,3650,788,0.0,0.0,6.0,,(+/-) 4.9,,,43882624.33246271,39018.97293856379
483,CHAR,24017850500,3097,718,0.0,0.0,8.0,,(+/-) 5.4,,,98407840.23242249,96213.40436117644
484,CHAR,24017850802,6028,1856,91.0,4.9,15.0,1.0,(+/-) 7,,,39196251.77347653,34844.36503736861
485,CHAR,24017850905,3615,809,0.0,0.0,8.0,1.0,(+/-) 4.8,,,2255121.75150501,6963.385233333479
486,CHAR,24017851403,1778,390,32.0,8.2,8.0,,(+/-) 12.4,,,37508679.640847355,27798.840964259638
487,CHAR,24017851502,6370,1777,60.0,3.4,12.0,,(+/-) 5,,,9004545.678794814,14275.326063336446
488,CHAR,24017851001,4018,789,0.0,0.0,7.0,,(+/-) 4.9,,,17133827.22189172,19588.225473009228
489,CHAR,24017850400,3298,834,199.0,23.9,4.0,,(+/-) 21.3,,,177732960.15615505,95002.77297130342
490,DORC,24019970200,5418,1141,168.0,14.7,5.0,,(+/-) 9,,,122669708.81213105,63110.36900695906
491,DORC,24019970702,3972,372,44.0,11.7,5.0,2.0,(+/-) 16.4,,,112501913.8520445,301451.42699329427
492,DORC,24019970900,1071,178,47.0,26.4,7.0,1.0,(+/-) 24.1,,,595946912.1507823,596062.4872409896
493,DORC,24019970600,5212,1277,314.0,24.6,5.0,2.0,(+/-) 15.3,,,21701633.15563546,26657.762952680223
494,DORC,24019970500,3849,1258,665.0,52.9,5.0,2.0,(+/-) 18.8,,,2983836.381418945,8442.890349425144
495,DORC,24019970100,3177,574,87.0,15.1,5.0,,(+/-) 13.9,,,244583614.0727377,121696.8209961909
496,DORC,24019970804,1911,287,120.0,41.8,5.0,1.0,(+/-) 28,,,241589657.02917832,399475.58840863674
