OBJECTID,JURSCODE,GEOID20,POPULATION_TOTAL,CHILD_POPULATION_TOTAL,CHILD_POV_TOTAL,CHILD_POV_PCT,SCHOOL_BND_INT_TOTAL,SCHOOL_BND_INT_CPG_TOTAL,NOTES,CALC_SUM,CALC_PCT,Shape__Area,Shape__Length
17,ALLE,24001002200,3805,862,155.0,18.0,4.0,,(+/-) 14.8,,,61194863.33702723,45227.38872056924
18,ALLE,24001000600,3005,710,127.0,17.9,5.0,1.0,(+/-) 15.6,,,4169565.86192002,11311.48116381435
19,ALLE,24001001800,4204,418,94.0,22.6,4.0,,(+/-) 18.5,,,9092121.885325955,12719.872403443085
20,ALLE,24001001503,1707,184,60.0,32.6,4.0,,(+/-) 29.1,,,29911618.000891626,31065.134456767653
21,ALLE,24001000500,2304,396,102.0,25.7,8.0,1.0,(+/-) 21.5,,,11613906.74462167,16162.104612585648
22,ALLE,24001001402,1599,341,11.0,3.1,4.0,,(+/-) 4.5,,,2978167.531527045,11278.466259053426
23,ANNE,24003730603,3531,942,0.0,0.0,14.0,,(+/-) 4.2,,,6412351.39607899,11624.357694568349
24,ANNE,24003740204,4571,1324,158.0,11.9,9.0,,(+/-) 12.1,,,3303035.18661532,10221.64068281255
25,ANNE,24003751500,7573,2186,787.0,36.0,7.0,1.0,(+/-) 19.7,,,12783247.092802094,22165.343736527324
26,ANNE,24003706600,5212,1267,0.0,0.0,8.0,2.0,(+/-) 3.1,,,4048190.1454437,12298.886444806461
27,ANNE,24003702402,7791,1153,258.0,22.4,9.0,,(+/-) 19.4,,,12385291.792362176,23466.76163071025
28,ANNE,24003731104,5584,1512,89.0,5.9,6.0,,(+/-) 7,,,2460157.237926045,9508.436200008813
29,ANNE,24003731306,6367,1107,49.0,4.4,4.0,,(+/-) 6.9,,,16424535.433057904,34079.397452832534
30,ANNE,24003741000,2943,739,37.0,5.0,12.0,,(+/-) 6.1,,,15956427.380375175,21468.406516610157
31,ANNE,24003730513,1530,248,68.0,27.4,4.0,,(+/-) 29.6,,,550435.648371185,3456.172334812545
32,ANNE,24003740105,4371,1198,99.0,8.3,9.0,1.0,(+/-) 7.6,,,1733165.15378803,7091.614116999029
33,ANNE,24003702703,2678,202,0.0,0.0,5.0,,(+/-) 17.9,,,2865047.172672185,10932.430968040604
34,ANNE,24003701104,3572,698,30.0,4.3,4.0,,(+/-) 6.2,,,3329188.8058974,15571.272442330068
35,ANNE,24003731210,2371,413,0.0,0.0,8.0,,(+/-) 9.2,,,4188121.375841995,8726.79470835459
36,ANNE,24003751600,5163,499,0.0,0.0,10.0,,(+/-) 8,,,20092221.091048654,22954.665631636526
37,ANNE,24003731207,3449,929,0.0,0.0,6.0,,(+/-) 4.3,,,3277315.262624145,12138.82542446641
38,ANNE,24003702205,5292,1323,65.0,4.9,8.0,,(+/-) 8.1,,,4637517.20975036,10921.947532775772
39,ANNE,24003731004,4365,1219,76.0,6.2,6.0,,(+/-) 6.7,,,1861962.699014395,7688.646003613299
40,ANNE,24003730511,1310,281,93.0,33.1,7.0,,(+/-) 22.6,,,397750.024403655,2899.5675534517204
41,ANNE,24003731209,5203,1120,83.0,7.4,13.0,,(+/-) 8.8,,,7039287.337978135,13290.19400157321
42,ANNE,24003701202,4391,1083,65.0,6.0,4.0,,(+/-) 5.9,,,8249380.21554166,23873.467586247443
43,ANNE,24003707001,5533,958,120.0,12.5,5.0,,(+/-) 12.2,,,27538008.61634261,60916.32130296433
44,ANNE,24003731107,3466,1057,61.0,5.8,6.0,,(+/-) 9.5,,,4589675.33448269,14055.951830733773
45,ANNE,24003740602,3424,1281,44.0,3.4,7.0,,(+/-) 3.8,,,4241057.57398638,8742.75686880632
46,ANNE,24003730514,3142,625,253.0,40.5,4.0,,(+/-) 20.3,,,521198.633570855,3269.6162682661534
47,ANNE,24003708001,3788,850,0.0,0.0,4.0,,(+/-) 5.1,,,43568569.1411529,38612.87278415846
48,ANNE,24003706402,3664,725,301.0,41.5,5.0,3.0,(+/-) 20.6,,,1113078.697487255,5743.05727173512
49,ANNE,24003731205,4836,1011,73.0,7.2,4.0,,(+/-) 11.1,,,7752484.9660495,18353.972511656724
50,ANNE,24003731201,6660,1733,10.0,0.6,7.0,,(+/-) 1.2,,,5285322.905473535,20264.720941591244
51,ANNE,24003731310,5012,1081,227.0,21.0,4.0,,(+/-) 17.4,,,2237255.140336695,7396.150844805361
52,ANNE,24003702602,6392,1481,21.0,1.4,4.0,1.0,(+/-) 2.2,,,8145919.99675029,33751.74834884737
53,ANNE,24003731309,5177,1054,203.0,19.3,4.0,,(+/-) 20.7,,,2646903.098466865,11098.297081429233
54,ANNE,24003750900,2941,626,32.0,5.1,10.0,,(+/-) 6.3,,,2909862.420656345,10202.044471163992
55,ANNE,24003701101,4385,910,19.0,2.1,5.0,,(+/-) 2.4,,,7327905.44042791,22311.7182358186
56,ANNE,24003731002,3557,886,0.0,0.0,5.0,,(+/-) 4.4,,,7868275.21380949,16618.65383641968
57,ANNE,24003730901,2914,818,13.0,1.6,4.0,,(+/-) 1.7,,,9124525.261461046,25709.773601443492
58,ANNE,24003706403,4043,1058,186.0,17.6,9.0,4.0,(+/-) 20.5,,,1384051.252763515,5120.901177331239
59,ANNE,24003750300,2541,513,148.0,28.8,6.0,,(+/-) 32.7,,,3051538.95902025,7929.869753323859
60,ANNE,24003740203,5565,1202,0.0,0.0,5.0,,(+/-) 3.7,,,9295871.488907134,15044.454887771344
61,ANNE,24003702601,5885,1243,135.0,10.9,4.0,1.0,(+/-) 12.6,,,6497688.69993971,23164.833605037926
62,ANNE,24003751400,4270,702,21.0,3.0,12.0,,(+/-) 4.7,,,10849763.734550634,16029.631145914582
63,ANNE,24003708004,6337,1599,85.0,5.3,5.0,,(+/-) 6.7,,,69801901.7490904,46206.96692771799
64,ANNE,24003740305,10870,2840,528.0,18.6,11.0,,(+/-) 16.8,,,3431968.6389669,8588.796113080802
65,ANNE,24003702100,6382,944,27.0,2.9,7.0,,(+/-) 4.8,,,22549827.47781155,39267.438650784556
66,ANNE,24003707002,4527,962,52.0,5.4,4.0,,(+/-) 7,,,10997223.617939375,37608.206932930196
67,ANNE,24003751102,4536,633,23.0,3.6,10.0,1.0,(+/-) 5.8,,,8462002.48358315,17937.56438919563
68,ANNE,24003730606,4754,1339,0.0,0.0,4.0,,(+/-) 2.9,,,4104013.12465733,12738.360237409104
69,ANNE,24003706303,2641,446,374.0,83.9,5.0,2.0,(+/-) 25.8,,,971904.25574152,6523.3489308489325
70,ANNE,24003731003,4731,1135,0.0,0.0,5.0,,(+/-) 3.5,,,3376654.08453541,9840.340547066613
71,ANNE,24003730507,4453,836,25.0,3.0,7.0,,(+/-) 5.5,,,3108603.98358039,7483.553470121777
72,ANNE,24003706404,2433,816,52.0,6.4,5.0,2.0,(+/-) 8.2,,,829248.70232181,3928.4656678293595
73,ANNE,24003740400,4241,0,,,3.0,,(+/-) **,,,1830350.52032237,7743.813938775794
74,ANNE,24003750801,6220,1733,95.0,5.5,10.0,,(+/-) 6.6,,,5053835.00677269,10454.889439366912
75,ANNE,24003730401,5651,1068,58.0,5.4,10.0,,(+/-) 6.2,,,2205080.877443505,7634.08173711892
76,ANNE,24003731106,4559,1291,48.0,3.7,6.0,,(+/-) 5.1,,,2693294.89716246,8496.182806092846
77,ANNE,24003740107,3768,837,130.0,15.5,6.0,,(+/-) 23.3,,,3031628.519865255,7395.622324859591
78,ANNE,24003701301,4417,1231,145.0,11.8,4.0,,(+/-) 12.8,,,38491720.20118932,35032.35697218496
79,ANNE,24003730404,1729,397,99.0,24.9,8.0,,(+/-) 26.4,,,1851155.08838287,6359.392681249212
80,ANNE,24003731105,3259,806,0.0,0.0,6.0,,(+/-) 4.8,,,2726325.3368733,13760.629099063137
81,ANNE,24003751000,3804,633,60.0,9.5,4.0,,(+/-) 8.4,,,3214798.47760149,8029.374280177772
82,ANNE,24003731307,5648,1278,20.0,1.6,9.0,,(+/-) 2.5,,,6272327.389626405,13583.050971333116
83,ANNE,24003750201,3809,871,352.0,40.4,6.0,1.0,(+/-) 31.6,,,3424253.183601885,8273.52664355654
84,ANNE,24003740703,6492,2132,0.0,0.0,5.0,,(+/-) 1.9,,,2372933.07131325,7371.154285976371
85,ANNE,24003750803,6253,1329,249.0,18.7,10.0,,(+/-) 14.7,,,2271765.996402115,8489.831696500545
86,ANNE,24003702204,4686,1498,0.0,0.0,7.0,,(+/-) 2.6,,,2527395.09201013,8858.534355288235
87,ANNE,24003730509,5083,1250,0.0,0.0,5.0,,(+/-) 3.1,,,2849879.16690864,9874.424886596782
88,ANNE,24003730800,2477,575,32.0,5.6,7.0,,(+/-) 7.6,,,7405862.664944765,22737.517423030702
89,ANNE,24003730508,2275,482,37.0,7.7,8.0,,(+/-) 8.6,,,832690.573013425,5199.042228284494
90,ANNE,24003730205,2294,284,53.0,18.7,7.0,,(+/-) 30.9,,,804687.626929415,4443.998923181903
91,ANNE,24003740303,5159,1360,0.0,0.0,10.0,,(+/-) 2.9,,,4598334.35208612,10799.601763690023
92,ANNE,24003730101,2114,327,0.0,0.0,6.0,,(+/-) 11.5,,,4460504.786694885,14664.639481221726
93,ANNE,24003731208,4169,1066,0.0,0.0,6.0,,(+/-) 3.8,,,4933177.64811735,10950.352449319627
94,ANNE,24003740601,5962,2029,128.0,6.3,7.0,,(+/-) 7.2,,,5286302.299154205,11007.355959223658
95,ANNE,24003701400,3837,748,0.0,0.0,8.0,,(+/-) 5.2,,,55204479.88456998,69094.79987148385
96,ANNE,24003730206,3247,373,66.0,17.7,4.0,,(+/-) 27.2,,,1448331.398859945,7986.968345982791
97,ANNE,24003706103,1521,116,0.0,0.0,3.0,1.0,(+/-) 29.8,,,481181.481575045,5044.922020157203
98,ANNE,24003730601,7101,1964,82.0,4.2,12.0,,(+/-) 5,,,8248959.060944305,15179.101419839373
99,ANNE,24003706304,2081,199,54.0,27.1,4.0,1.0,(+/-) 37.9,,,1248149.358427675,8488.560151067468
100,ANNE,24003706500,5815,1495,58.0,3.9,8.0,3.0,(+/-) 6.6,,,2882449.60564378,10715.09782206922
101,ANNE,24003730510,3539,928,14.0,1.5,5.0,,(+/-) 4.8,,,1636026.950005905,5803.437916720256
102,ANNE,24003706102,2634,539,181.0,33.5,4.0,1.0,(+/-) 30.8,,,719985.47119578,5700.2006142307355
103,ANNE,24003706700,2134,232,0.0,0.0,4.0,1.0,(+/-) 16.4,,,1394848.42339967,9506.1023617976
104,ANNE,24003750102,2423,421,7.0,1.7,7.0,2.0,(+/-) 2.7,,,791987.433381735,4595.0149464989645
105,ANNE,24003740502,5123,1038,0.0,0.0,5.0,1.0,(+/-) 3.8,,,6134389.28789284,12748.011519806661
106,ANNE,24003731313,3704,624,52.0,8.3,9.0,,(+/-) 11.2,,,2071309.805211425,7400.523026109722
107,ANNE,24003740900,8413,2321,234.0,10.1,6.0,,(+/-) 9.9,,,5365067.087944005,9909.93744689751
108,ANNE,24003706302,3678,375,0.0,0.0,4.0,2.0,(+/-) 10.1,,,1438589.17353598,8735.230263255904
109,ANNE,24003730605,3069,641,60.0,9.4,8.0,,(+/-) 10.8,,,3137457.796685035,7457.613002707593
110,ANNE,24003701103,3828,808,231.0,28.6,4.0,,(+/-) 18,,,1683459.443323125,9036.705677826883
111,ANNE,24003980000,5,0,,,12.0,,(+/-) **,,,12349947.664885685,15550.541974314472
112,ANNE,24003740704,6288,1115,120.0,10.8,10.0,,(+/-) 12.6,,,25862983.681093086,27592.58798320483
113,ANNE,24003702209,3802,1092,17.0,1.6,5.0,,(+/-) 2,,,2176468.501379355,5792.614084912063
114,ANNE,24003702300,5632,1295,0.0,0.0,7.0,,(+/-) 3,,,40688415.6355548,34388.02506567958
115,ANNE,24003701201,3864,780,0.0,0.0,3.0,,(+/-) 5,,,6580961.542819985,23301.96169269173
116,ANNE,24003751700,2672,669,0.0,0.0,12.0,,(+/-) 5.9,,,27733718.842637144,28431.40483261028
117,ANNE,24003740800,5069,1025,0.0,0.0,11.0,,(+/-) 3.8,,,20257187.423096675,20164.352698461273
118,ANNE,24003731303,6475,1280,0.0,0.0,4.0,,(+/-) 3.1,,,18588382.207584806,52472.428012234755
119,ANNE,24003730204,7100,1438,73.0,5.1,7.0,,(+/-) 5.4,,,4782306.69257031,10162.491326819843
120,ANNE,24003740104,8849,1931,290.0,15.0,10.0,1.0,(+/-) 12.7,,,4209360.74539939,9797.825650530784
121,ANNE,24003702702,3825,632,102.0,16.1,7.0,,(+/-) 15.5,,,13401467.78223134,31111.54246483655
122,ANNE,24003740701,7023,1849,61.0,3.3,10.0,,(+/-) 5,,,2801940.00051652,10032.82913980419
123,ANNE,24003731103,5750,1373,7.0,0.5,7.0,,(+/-) 0.9,,,8561359.231531374,15753.413591558785
124,ANNE,24003702500,7382,2260,237.0,10.5,11.0,2.0,(+/-) 9.2,,,7344220.850309835,25979.43837558113
125,ANNE,24003730701,2750,492,23.0,4.7,5.0,,(+/-) 8.2,,,3208813.486500715,10160.53154140389
126,ANNE,24003730512,2039,567,32.0,5.7,5.0,,(+/-) 8.2,,,852906.856291865,4905.1840810998365
127,ANNE,24003730300,3937,996,78.0,7.8,10.0,,(+/-) 8.9,,,2053151.71957684,7620.618624193419
128,ANNE,24003730403,4304,964,115.0,11.9,7.0,,(+/-) 22.5,,,1267653.204058285,4544.429044835416
129,ANNE,24003731206,3824,1127,0.0,0.0,4.0,,(+/-) 3.6,,,8915984.81797513,29728.061959934486
130,ANNE,24003740205,2966,777,119.0,15.3,10.0,,(+/-) 17.7,,,2016185.067647,7963.111100707947
131,ANNE,24003702704,2616,110,0.0,0.0,4.0,,(+/-) 29.6,,,1831121.84676217,5764.755602474578
132,ANNE,24003730102,11619,2683,83.0,3.1,6.0,,(+/-) 10.3,,,19545585.9910976,37541.73155237727
133,ANNE,24003750204,4963,1214,68.0,5.6,10.0,2.0,(+/-) 8.8,,,5517816.04237904,12784.691302398787
134,ANNE,24003740106,3250,581,31.0,5.4,8.0,1.0,(+/-) 11.1,,,11971636.063155776,24638.512684506233
135,ANNE,24003731308,4194,691,8.0,1.2,4.0,,(+/-) 2,,,1661887.84187773,7146.708694862138
136,ANNE,24003731312,4219,972,139.0,14.3,8.0,,(+/-) 11.8,,,1727705.787408605,6709.253380950643
137,ANNE,24003750400,4241,1125,54.0,4.8,10.0,,(+/-) 7.3,,,3216215.79592217,9138.21211315292
138,ANNE,24003740603,2444,454,79.0,17.5,13.0,,(+/-) 13.4,,,47792847.89607776,39807.218797370246
139,ANNE,24003702208,8473,2313,0.0,0.0,7.0,,(+/-) 1.7,,,4206899.85147081,8151.906999048434
140,ANNE,24003740304,7001,1205,37.0,3.1,11.0,,(+/-) 5,,,6460567.07489238,12612.648038222786
141,ANNE,24003701302,3933,764,29.0,3.8,7.0,,(+/-) 6,,,62595714.60186698,35777.55236366071
142,ANNE,24003702206,7105,2214,89.0,4.0,6.0,,(+/-) 6.3,,,3573658.02195596,9161.313765351659
143,ANNE,24003750101,4707,1083,24.0,2.2,5.0,2.0,(+/-) 3.6,,,1408484.014777485,5203.919423159494
144,ANNE,24003740108,5871,1059,0.0,0.0,8.0,,(+/-) 3.7,,,4358116.24047912,9508.76461361415
145,ANNE,24003730902,3836,859,25.0,2.9,6.0,,(+/-) 3.4,,,15561206.915445466,51657.193843879155
146,ANNE,24003730702,4374,1240,0.0,0.0,5.0,,(+/-) 3.2,,,3790201.068440725,14531.979075821024
147,ANNE,24003751200,5061,919,20.0,2.2,12.0,,(+/-) 3.7,,,25771580.965439774,30811.114173933558
148,ANNE,24003750804,4196,798,0.0,0.0,10.0,,(+/-) 4.9,,,3156218.28551984,10387.797047600308
149,ANNE,24003740103,8912,1605,0.0,0.0,9.0,,(+/-) 2.5,,,6104216.993082425,12708.78564669109
150,ANNE,24003751103,5547,1021,0.0,0.0,3.0,,(+/-) 3.9,,,3013902.49843134,9972.613197408245
151,ANNE,24003740501,5649,929,267.0,28.7,4.0,1.0,(+/-) 29.4,,,3594914.34230454,15184.62282704792
152,BACO,24005400400,5261,1053,0.0,0.0,7.0,,(+/-) 3.8,,,8973323.26308612,15855.462985509184
153,BACO,24005407001,3282,892,104.0,11.7,6.0,,(+/-) 11.2,,,50120022.87610849,37451.44839039529
154,BACO,24005402302,6004,1581,240.0,15.2,11.0,,(+/-) 13.7,,,2901364.106198025,7965.358522854507
155,BACO,24005408800,2187,303,0.0,0.0,7.0,,(+/-) 12.3,,,2937628.64341621,7496.836706878916
156,BACO,24005411202,4113,1069,0.0,0.0,11.0,,(+/-) 3.7,,,34636418.7489219,28778.063815085407
157,BACO,24005441000,3928,1131,202.0,17.9,4.0,,(+/-) 20.5,,,1387375.129401705,5582.296471408386
158,BACO,24005411303,6599,1254,213.0,17.0,6.0,,(+/-) 20.1,,,3173014.66515628,8574.781524182219
159,BACO,24005408602,1980,424,5.0,1.2,6.0,,(+/-) 2,,,1719932.573351885,5666.011773243446
160,BACO,24005420600,4704,1297,510.0,39.3,6.0,,(+/-) 25.7,,,1557948.65612673,5415.662745626604
161,BACO,24005450501,3869,620,195.0,31.5,9.0,1.0,(+/-) 23.9,,,2415190.79613355,7969.332810139319
162,BACO,24005451200,4160,679,18.0,2.6,12.0,,(+/-) 4.8,,,5038590.097461265,14266.495063466293
163,BACO,24005403300,2268,421,0.0,0.0,11.0,,(+/-) 9.1,,,1725605.54166682,7177.88269775861
164,BACO,24005402511,5445,1183,0.0,0.0,7.0,,(+/-) 3.4,,,1633711.076205285,5974.4839435180975
165,BACO,24005404101,6745,1531,159.0,10.4,11.0,,(+/-) 12.1,,,12848505.340684986,21326.7909260218
166,BACO,24005403202,2225,460,199.0,43.3,6.0,,(+/-) 24.8,,,1165658.87694527,4980.793001080657
167,BACO,24005490304,4392,468,79.0,16.9,7.0,,(+/-) 16.4,,,821789.552927825,4201.008517330688
168,BACO,24005400702,2095,640,169.0,26.4,8.0,,(+/-) 24.8,,,701960.68363848,3594.7028695483746
169,BACO,24005491100,3799,996,0.0,0.0,4.0,,(+/-) 4,,,1098887.98914976,5344.342782476296
170,BACO,24005492700,3002,570,231.0,40.6,8.0,,(+/-) 32.4,,,14805634.651580915,41232.435639576695
171,BACO,24005420303,1158,194,54.0,27.8,7.0,,(+/-) 36.1,,,856164.575449515,5739.732674406087
172,BACO,24005492300,3815,898,66.0,7.3,5.0,,(+/-) 8.9,,,1213518.841728405,7304.547092343925
173,BACO,24005408503,4187,902,80.0,8.9,6.0,,(+/-) 11.3,,,2055992.563859895,8065.837040424167
174,BACO,24005420401,7426,2173,997.0,45.9,4.0,,(+/-) 18.3,,,951793.28460745,5388.100336077054
175,BACO,24005411409,4838,1005,51.0,5.1,7.0,,(+/-) 5.7,,,2747464.96595437,8461.160276777595
176,BACO,24005402407,1136,158,2.0,1.3,9.0,,(+/-) 2.9,,,6488363.43343337,15560.389080219597
177,BACO,24005450900,4393,950,74.0,7.8,4.0,,(+/-) 6.6,,,5222478.153109355,26627.143160291314
178,BACO,24005430600,2267,354,0.0,0.0,9.0,,(+/-) 10.7,,,4679462.429731355,11087.63447451066
179,BACO,24005411201,2972,614,21.0,3.4,8.0,,(+/-) 4.6,,,36911517.73417948,30269.1857016175
180,BACO,24005452400,3571,775,81.0,10.4,13.0,,(+/-) 7.4,,,12420179.553703085,32077.04841144959
181,BACO,24005411309,8877,1770,0.0,0.0,6.0,,(+/-) 2.3,,,9053206.03512275,15598.77404392887
182,BACO,24005490602,3015,690,0.0,0.0,5.0,,(+/-) 5.6,,,786194.8535029,4538.74171164836
183,BACO,24005490603,2446,631,9.0,1.4,4.0,,(+/-) 2.4,,,1068207.133959025,6237.874691034613
184,BACO,24005490303,3167,280,33.0,11.7,7.0,,(+/-) 20.4,,,1201146.14143021,5704.807879288597
185,BACO,24005401302,3141,498,165.0,33.1,3.0,,(+/-) 21.3,,,596168.19669275,3569.383874085586
186,BACO,24005411406,4368,854,125.0,14.6,8.0,,(+/-) 18,,,5919156.591839,12040.583316159315
187,BACO,24005451803,4710,1103,260.0,23.6,6.0,,(+/-) 18.9,,,3671420.02063937,15678.902969281531
188,BACO,24005451600,1846,178,0.0,0.0,8.0,1.0,(+/-) 23,,,5426827.946159425,16500.722835320605
189,BACO,24005404102,5680,1230,44.0,3.6,12.0,,(+/-) 5.9,,,4713359.55875221,10887.153249301506
190,BACO,24005408601,4355,924,0.0,0.0,6.0,,(+/-) 4.2,,,2473688.984595715,6291.825917885547
191,BACO,24005411408,3721,1026,395.0,38.5,9.0,,(+/-) 15.4,,,1558949.63428877,6332.873154035407
192,BACO,24005408507,6337,1022,316.0,30.9,7.0,,(+/-) 17.5,,,1772813.51591203,6511.380258028038
193,BACO,24005400800,3060,872,59.0,6.8,9.0,,(+/-) 7.9,,,1472829.538591515,5554.870016965543
194,BACO,24005401400,1679,430,15.0,3.5,4.0,,(+/-) 5.4,,,2871436.729220295,11052.295187079248
195,BACO,24005490302,3687,408,66.0,16.1,7.0,,(+/-) 19.1,,,2671794.223897445,7107.987685375083
196,BACO,24005408506,4957,1015,99.0,9.8,7.0,,(+/-) 14.2,,,1883680.384131965,9488.935428900773
197,BACO,24005403201,3470,670,14.0,2.1,7.0,,(+/-) 6.1,,,1764543.116133185,6453.173477141337
198,BACO,24005401503,6525,1303,130.0,10.0,7.0,,(+/-) 13.6,,,6563684.905864435,11580.26547256757
199,BACO,24005450200,3260,501,31.0,6.2,5.0,,(+/-) 12,,,2038144.873719135,8262.70700440923
200,BACO,24005408200,1923,347,29.0,8.4,11.0,,(+/-) 9,,,43517486.23303376,28642.997577527396
201,BACO,24005405000,4699,943,32.0,3.4,8.0,,(+/-) 5.1,,,124212093.10547136,56927.89719361332
202,BACO,24005401200,3746,807,159.0,19.7,7.0,,(+/-) 18.5,,,1955149.612238695,7439.807938371028
203,BACO,24005441101,2241,335,29.0,8.7,6.0,,(+/-) 6.8,,,1530292.172055565,6923.991486820021
204,BACO,24005404800,2141,330,0.0,0.0,5.0,,(+/-) 12.2,,,23608181.789829146,25344.768788357425
205,BACO,24005440600,2434,475,0.0,0.0,8.0,,(+/-) 8.1,,,6144612.39475955,12205.216359044765
206,BACO,24005408900,2549,498,0.0,0.0,6.0,,(+/-) 7.7,,,8802774.65058565,13951.000037237247
207,BACO,24005451402,5327,1532,1040.0,67.9,10.0,1.0,(+/-) 19.2,,,2798219.763659165,10678.345142175376
208,BACO,24005402305,2542,593,153.0,25.8,11.0,,(+/-) 16.4,,,1610277.493073685,10999.24003537969
209,BACO,24005440900,3965,820,17.0,2.1,6.0,,(+/-) 3.5,,,1926191.233234935,5804.17326234649
210,BACO,24005490800,3105,724,145.0,20.0,5.0,,(+/-) 21.6,,,1456068.587371485,4996.678554120569
211,BACO,24005408304,4745,820,0.0,0.0,12.0,,(+/-) 4.8,,,16670673.511229115,19492.478475389253
212,BACO,24005490605,5069,46,,,6.0,,(+/-) **,,,2187978.36811639,6857.5769865792945
213,BACO,24005492402,6646,1416,208.0,14.7,5.0,,(+/-) 20.7,,,3182110.543812155,10481.428818743878
214,BACO,24005440200,2437,488,9.0,1.8,5.0,,(+/-) 3.4,,,1878466.31847077,6798.7137339108285
215,BACO,24005490200,3192,770,74.0,9.6,5.0,,(+/-) 6.8,,,2240865.72439457,6971.225990743956
216,BACO,24005420702,2548,685,391.0,57.1,3.0,,(+/-) 20.9,,,642903.68468565,3639.1671071432606
217,BACO,24005401506,4708,1236,350.0,28.3,7.0,,(+/-) 19.9,,,3573266.239949465,10066.642343285885
218,BACO,24005401000,2358,479,6.0,1.3,6.0,,(+/-) 2.3,,,1355541.806470215,5542.479158356232
219,BACO,24005403802,3159,997,80.0,8.0,7.0,,(+/-) 11.7,,,9682417.49202321,13735.75107355505
220,BACO,24005440500,3317,782,31.0,4.0,9.0,,(+/-) 6.9,,,2979319.364401715,8816.368774637884
221,BACO,24005420402,1931,553,61.0,11.0,5.0,,(+/-) 14.4,,,633720.567576935,7781.817819373927
222,BACO,24005492102,2106,351,0.0,0.0,6.0,,(+/-) 13.5,,,944345.047633085,5480.1524350441205
223,BACO,24005402505,3008,573,158.0,27.6,6.0,,(+/-) 22.6,,,1254666.10465767,4629.633194357412
224,BACO,24005440400,6062,1216,27.0,2.2,7.0,,(+/-) 2.5,,,2675423.438271025,7689.89368577791
225,BACO,24005404501,6671,1512,192.0,12.7,7.0,,(+/-) 11.8,,,3100796.16849266,7679.972950389695
226,BACO,24005491201,2033,396,21.0,5.2,10.0,,(+/-) 7,,,1697825.664717305,5996.327844559725
227,BACO,24005402506,4672,656,34.0,5.2,9.0,,(+/-) 8,,,2292327.109194585,6001.168385106625
228,BACO,24005490100,3982,946,0.0,0.0,8.0,,(+/-) 4.1,,,15582992.74423605,17367.01046784134
229,BACO,24005402504,5246,1282,342.0,26.7,8.0,,(+/-) 16.1,,,7972605.140266115,13153.476393202809
230,BACO,24005451100,2297,538,36.0,6.7,6.0,2.0,(+/-) 7.1,,,2656321.069996575,12549.896670246173
231,BACO,24005401101,6164,1405,330.0,23.5,5.0,,(+/-) 27.2,,,2929549.83155022,7533.600758632799
232,BACO,24005421000,1962,417,185.0,44.4,5.0,,(+/-) 23.7,,,395845.51316528,3839.2798722683488
233,BACO,24005430400,4309,1000,90.0,9.0,7.0,,(+/-) 12.7,,,7202164.40278436,11317.517450153382
234,BACO,24005430700,5147,1074,0.0,0.0,5.0,,(+/-) 4,,,2206958.16380015,6349.470048748421
235,BACO,24005440300,2025,362,54.0,14.9,9.0,,(+/-) 12.1,,,1231993.498387675,6665.826242426324
236,BACO,24005400200,2861,661,77.0,11.6,4.0,,(+/-) 12.4,,,922626.551066995,4979.574779955151
237,BACO,24005402409,4522,1315,43.0,3.3,5.0,,(+/-) 5.1,,,576306.290438995,3169.415916013169
238,BACO,24005430800,3937,669,11.0,1.6,6.0,,(+/-) 2.7,,,1362626.51760105,6116.039499902481
239,BACO,24005403402,5032,845,156.0,18.5,8.0,,(+/-) 15.6,,,3621459.419112785,10263.439351033127
240,BACO,24005491401,5128,1448,96.0,6.6,8.0,,(+/-) 7,,,1204575.34646233,4577.401366269793
241,BACO,24005440702,5269,1080,40.0,3.7,7.0,,(+/-) 4.7,,,2858739.804064765,7597.079542720197
242,BACO,24005490900,4509,548,20.0,3.6,8.0,,(+/-) 5.7,,,1516000.223739935,6099.4447228766185
243,BACO,24005440100,4293,1042,33.0,3.2,7.0,,(+/-) 4.4,,,2065099.32727436,6568.907670832269
244,BACO,24005441102,5002,834,127.0,15.2,4.0,,(+/-) 13.9,,,2591760.739704685,8337.533358265597
245,BACO,24005410200,5084,1167,0.0,0.0,8.0,,(+/-) 3.4,,,35740829.883425705,30630.315710675794
246,BACO,24005404900,4399,664,23.0,3.4,12.0,,(+/-) 5.9,,,25030336.39415797,26182.854225561463
247,BACO,24005491600,2712,574,99.0,17.2,9.0,,(+/-) 16.5,,,875041.733415235,4515.27446753071
248,BACO,24005450300,3383,525,24.0,4.6,6.0,1.0,(+/-) 11.8,,,2393212.611734115,6740.418706155677
249,BACO,24005451702,1874,332,0.0,0.0,7.0,,(+/-) 11.8,,,7028175.90348903,24207.06504607647
250,BACO,24005404201,6133,1545,385.0,24.9,7.0,,(+/-) 18.8,,,2402708.163433945,6936.243975049007
251,BACO,24005402202,1602,293,0.0,0.0,9.0,,(+/-) 17.1,,,20888027.31991137,23691.58057909496
252,BACO,24005451300,3334,672,109.0,16.2,7.0,,(+/-) 18.4,,,2148908.16309608,6465.617311597433
253,BACO,24005400500,2795,627,0.0,0.0,6.0,,(+/-) 6.2,,,5796690.528846345,11464.848247137337
254,BACO,24005450504,6246,1899,507.0,26.7,9.0,2.0,(+/-) 17.2,,,1161814.06256491,6294.24747747451
